역명,환승,소요시간,1002,1004,1006,1008,1010,1012,1014,1016,1018,1020,1022,1024,1026,1028,1030,1032,1034,1036,1038,1040,1042,1044,1046,1048,1050,1052,1054,1056,1058,1060,1062,1064,1066,1068,1070,1072,1074,1076,1078,1080,1082,1084,1086,1088,1090,1092,1094,1096,1098,1100,1102,1104,1106,1108,1110,1112,1114,1116,1118,1120,1122,1124,1126,1128,1130,1132,1134,1136,1138,1140,1142,1144,1146,1148,1150,1152,1154,1156,1158,1160,1162,1164,1166,1168,1170,1172,1174,1176,1178,1180,1182,1184,1186,1188,1190,1192,1194,1196,1198,1200,1202,1204,1206,1208,1210,1212,1214,1216,1218,1220,1222,1224,1226,1228,1230,1232,1234,1236,1238,1240,1242,1244,1246,1248,1250,1252,1254,1256,1258,1260,1262,1264,1266,1268,1270,1272,1274,1276,1278,1280,1282,1284,1286,1288,1290,1292,1294,1296
해안,0,2,5:31:55,5:43:05,5:55:05,6:06:05,6:16:05,6:26:05,6:35:05,6:44:05,6:52:05,7:00:05,7:08:05,7:15:05,7:22:05,7:29:05,7:36:05,7:42:05,7:47:05,7:52:05,7:57:05,8:02:05,8:07:05,8:12:05,8:17:05,8:22:05,8:27:05,8:32:05,8:37:05,8:42:05,8:47:05,8:52:05,8:57:05,9:02:05,9:07:05,9:12:05,9:17:05,9:22:05,9:28:05,9:34:05,9:40:05,9:47:05,9:54:05,10:02:05,10:10:05,10:18:05,10:26:05,10:34:05,10:42:05,10:50:05,10:58:05,11:06:05,11:14:05,11:22:05,11:30:05,11:38:05,11:46:05,11:54:05,12:02:05,12:10:05,12:18:05,12:26:05,12:34:05,12:42:05,12:50:05,12:58:05,13:06:05,13:14:05,13:22:05,13:30:05,13:38:05,13:46:05,13:54:05,14:02:05,14:10:05,14:18:05,14:26:05,14:34:05,14:42:05,14:50:05,14:58:05,15:06:05,15:14:05,15:22:05,15:30:05,15:38:05,15:46:05,15:54:05,16:02:05,16:10:05,16:18:05,16:26:05,16:34:05,16:42:05,16:50:05,16:58:05,17:06:05,17:13:05,17:20:05,17:26:05,17:31:05,17:36:05,17:41:05,17:46:05,17:51:05,17:56:05,18:01:05,18:06:05,18:11:05,18:16:05,18:21:05,18:26:05,18:31:05,18:36:05,18:41:05,18:47:05,18:53:05,19:00:05,19:08:05,19:16:05,19:24:05,19:32:05,19:40:05,19:48:05,19:56:05,20:04:05,20:12:05,20:20:05,20:28:05,20:36:05,20:44:05,20:52:05,21:00:05,21:08:05,21:16:05,21:24:05,21:32:05,21:40:05,21:48:05,21:56:05,22:04:05,22:12:05,22:20:05,22:28:05,22:37:05,22:47:05,22:58:05,23:10:05,23:22:35,23:36:25
동촌,0,2,5:33:40,5:44:50,5:56:50,6:07:50,6:17:50,6:27:50,6:36:50,6:45:50,6:53:50,7:01:50,7:09:50,7:16:50,7:23:50,7:30:50,7:37:50,7:43:50,7:48:50,7:53:50,7:58:50,8:03:50,8:08:50,8:13:50,8:18:50,8:23:50,8:28:50,8:33:50,8:38:50,8:43:50,8:48:50,8:53:50,8:58:50,9:03:50,9:08:50,9:13:50,9:18:50,9:23:50,9:29:50,9:35:50,9:41:50,9:48:50,9:55:50,10:03:50,10:11:50,10:19:50,10:27:50,10:35:50,10:43:50,10:51:50,10:59:50,11:07:50,11:15:50,11:23:50,11:31:50,11:39:50,11:47:50,11:55:50,12:03:50,12:11:50,12:19:50,12:27:50,12:35:50,12:43:50,12:51:50,12:59:50,13:07:50,13:15:50,13:23:50,13:31:50,13:39:50,13:47:50,13:55:50,14:03:50,14:11:50,14:19:50,14:27:50,14:35:50,14:43:50,14:51:50,14:59:50,15:07:50,15:15:50,15:23:50,15:31:50,15:39:50,15:47:50,15:55:50,16:03:50,16:11:50,16:19:50,16:27:50,16:35:50,16:43:50,16:51:50,16:59:50,17:07:50,17:14:50,17:21:50,17:27:50,17:32:50,17:37:50,17:42:50,17:47:50,17:52:50,17:57:50,18:02:50,18:07:50,18:12:50,18:17:50,18:22:50,18:27:50,18:32:50,18:37:50,18:42:50,18:48:50,18:54:50,19:01:50,19:09:50,19:17:50,19:25:50,19:33:50,19:41:50,19:49:50,19:57:50,20:05:50,20:13:50,20:21:50,20:29:50,20:37:50,20:45:50,20:53:50,21:01:50,21:09:50,21:17:50,21:25:50,21:33:50,21:41:50,21:49:50,21:57:50,22:05:50,22:13:50,22:21:50,22:29:50,22:38:50,22:48:50,22:59:50,23:11:50,23:24:20,23:38:10
아양교,0,2,5:35:45,5:46:55,5:58:55,6:09:55,6:19:55,6:29:55,6:38:55,6:47:55,6:55:55,7:03:55,7:11:55,7:18:55,7:25:55,7:32:55,7:39:55,7:45:55,7:50:55,7:55:55,8:00:55,8:05:55,8:10:55,8:15:55,8:20:55,8:25:55,8:30:55,8:35:55,8:40:55,8:45:55,8:50:55,8:55:55,9:00:55,9:05:55,9:10:55,9:15:55,9:20:55,9:25:55,9:31:55,9:37:55,9:43:55,9:50:55,9:57:55,10:05:55,10:13:55,10:21:55,10:29:55,10:37:55,10:45:55,10:53:55,11:01:55,11:09:55,11:17:55,11:25:55,11:33:55,11:41:55,11:49:55,11:57:55,12:05:55,12:13:55,12:21:55,12:29:55,12:37:55,12:45:55,12:53:55,13:01:55,13:09:55,13:17:55,13:25:55,13:33:55,13:41:55,13:49:55,13:57:55,14:05:55,14:13:55,14:21:55,14:29:55,14:37:55,14:45:55,14:53:55,15:01:55,15:09:55,15:17:55,15:25:55,15:33:55,15:41:55,15:49:55,15:57:55,16:05:55,16:13:55,16:21:55,16:29:55,16:37:55,16:45:55,16:53:55,17:01:55,17:09:55,17:16:55,17:23:55,17:29:55,17:34:55,17:39:55,17:44:55,17:49:55,17:54:55,17:59:55,18:04:55,18:09:55,18:14:55,18:19:55,18:24:55,18:29:55,18:34:55,18:39:55,18:44:55,18:50:55,18:56:55,19:03:55,19:11:55,19:19:55,19:27:55,19:35:55,19:43:55,19:51:55,19:59:55,20:07:55,20:15:55,20:23:55,20:31:55,20:39:55,20:47:55,20:55:55,21:03:55,21:11:55,21:19:55,21:27:55,21:35:55,21:43:55,21:51:55,21:59:55,22:07:55,22:15:55,22:23:55,22:31:55,22:40:55,22:50:55,23:01:55,23:13:55,23:26:25,23:40:15
동구청,0,2,5:37:25,5:48:35,6:00:35,6:11:35,6:21:35,6:31:35,6:40:35,6:49:35,6:57:35,7:05:35,7:13:35,7:20:35,7:27:35,7:34:35,7:41:35,7:47:35,7:52:35,7:57:35,8:02:35,8:07:35,8:12:35,8:17:35,8:22:35,8:27:35,8:32:35,8:37:35,8:42:35,8:47:35,8:52:35,8:57:35,9:02:35,9:07:35,9:12:35,9:17:35,9:22:35,9:27:35,9:33:35,9:39:35,9:45:35,9:52:35,9:59:35,10:07:35,10:15:35,10:23:35,10:31:35,10:39:35,10:47:35,10:55:35,11:03:35,11:11:35,11:19:35,11:27:35,11:35:35,11:43:35,11:51:35,11:59:35,12:07:35,12:15:35,12:23:35,12:31:35,12:39:35,12:47:35,12:55:35,13:03:35,13:11:35,13:19:35,13:27:35,13:35:35,13:43:35,13:51:35,13:59:35,14:07:35,14:15:35,14:23:35,14:31:35,14:39:35,14:47:35,14:55:35,15:03:35,15:11:35,15:19:35,15:27:35,15:35:35,15:43:35,15:51:35,15:59:35,16:07:35,16:15:35,16:23:35,16:31:35,16:39:35,16:47:35,16:55:35,17:03:35,17:11:35,17:18:35,17:25:35,17:31:35,17:36:35,17:41:35,17:46:35,17:51:35,17:56:35,18:01:35,18:06:35,18:11:35,18:16:35,18:21:35,18:26:35,18:31:35,18:36:35,18:41:35,18:46:35,18:52:35,18:58:35,19:05:35,19:13:35,19:21:35,19:29:35,19:37:35,19:45:35,19:53:35,20:01:35,20:09:35,20:17:35,20:25:35,20:33:35,20:41:35,20:49:35,20:57:35,21:05:35,21:13:35,21:21:35,21:29:35,21:37:35,21:45:35,21:53:35,22:01:35,22:09:35,22:17:35,22:25:35,22:33:35,22:42:35,22:52:35,23:03:35,23:15:35,23:28:05,23:41:55
동대구역,0,2,5:39:00,5:50:10,6:02:10,6:13:10,6:23:10,6:33:10,6:42:10,6:51:10,6:59:10,7:07:10,7:15:10,7:22:10,7:29:10,7:36:10,7:43:10,7:49:10,7:54:10,7:59:10,8:04:10,8:09:10,8:14:10,8:19:10,8:24:10,8:29:10,8:34:10,8:39:10,8:44:10,8:49:10,8:54:10,8:59:10,9:04:10,9:09:10,9:14:10,9:19:10,9:24:10,9:29:10,9:35:10,9:41:10,9:47:10,9:54:10,10:01:10,10:09:10,10:17:10,10:25:10,10:33:10,10:41:10,10:49:10,10:57:10,11:05:10,11:13:10,11:21:10,11:29:10,11:37:10,11:45:10,11:53:10,12:01:10,12:09:10,12:17:10,12:25:10,12:33:10,12:41:10,12:49:10,12:57:10,13:05:10,13:13:10,13:21:10,13:29:10,13:37:10,13:45:10,13:53:10,14:01:10,14:09:10,14:17:10,14:25:10,14:33:10,14:41:10,14:49:10,14:57:10,15:05:10,15:13:10,15:21:10,15:29:10,15:37:10,15:45:10,15:53:10,16:01:10,16:09:10,16:17:10,16:25:10,16:33:10,16:41:10,16:49:10,16:57:10,17:05:10,17:13:10,17:20:10,17:27:10,17:33:10,17:38:10,17:43:10,17:48:10,17:53:10,17:58:10,18:03:10,18:08:10,18:13:10,18:18:10,18:23:10,18:28:10,18:33:10,18:38:10,18:43:10,18:48:10,18:54:10,19:00:10,19:07:10,19:15:10,19:23:10,19:31:10,19:39:10,19:47:10,19:55:10,20:03:10,20:11:10,20:19:10,20:27:10,20:35:10,20:43:10,20:51:10,20:59:10,21:07:10,21:15:10,21:23:10,21:31:10,21:39:10,21:47:10,21:55:10,22:03:10,22:11:10,22:19:10,22:27:10,22:35:10,22:44:10,22:54:10,23:05:10,23:17:10,23:29:40,23:43:30
신천,0,2,5:40:45,5:51:55,6:03:55,6:14:55,6:24:55,6:34:55,6:43:55,6:52:55,7:00:55,7:08:55,7:16:55,7:23:55,7:30:55,7:37:55,7:44:55,7:50:55,7:55:55,8:00:55,8:05:55,8:10:55,8:15:55,8:20:55,8:25:55,8:30:55,8:35:55,8:40:55,8:45:55,8:50:55,8:55:55,9:00:55,9:05:55,9:10:55,9:15:55,9:20:55,9:25:55,9:30:55,9:36:55,9:42:55,9:48:55,9:55:55,10:02:55,10:10:55,10:18:55,10:26:55,10:34:55,10:42:55,10:50:55,10:58:55,11:06:55,11:14:55,11:22:55,11:30:55,11:38:55,11:46:55,11:54:55,12:02:55,12:10:55,12:18:55,12:26:55,12:34:55,12:42:55,12:50:55,12:58:55,13:06:55,13:14:55,13:22:55,13:30:55,13:38:55,13:46:55,13:54:55,14:02:55,14:10:55,14:18:55,14:26:55,14:34:55,14:42:55,14:50:55,14:58:55,15:06:55,15:14:55,15:22:55,15:30:55,15:38:55,15:46:55,15:54:55,16:02:55,16:10:55,16:18:55,16:26:55,16:34:55,16:42:55,16:50:55,16:58:55,17:06:55,17:14:55,17:21:55,17:28:55,17:34:55,17:39:55,17:44:55,17:49:55,17:54:55,17:59:55,18:04:55,18:09:55,18:14:55,18:19:55,18:24:55,18:29:55,18:34:55,18:39:55,18:44:55,18:49:55,18:55:55,19:01:55,19:08:55,19:16:55,19:24:55,19:32:55,19:40:55,19:48:55,19:56:55,20:04:55,20:12:55,20:20:55,20:28:55,20:36:55,20:44:55,20:52:55,21:00:55,21:08:55,21:16:55,21:24:55,21:32:55,21:40:55,21:48:55,21:56:55,22:04:55,22:12:55,22:20:55,22:28:55,22:36:55,22:45:55,22:55:55,23:06:55,23:18:55,23:31:25,23:45:15
칠성시장,0,2,5:42:45,5:53:55,6:05:55,6:16:55,6:26:55,6:36:55,6:45:55,6:54:55,7:02:55,7:10:55,7:18:55,7:25:55,7:32:55,7:39:55,7:46:55,7:52:55,7:57:55,8:02:55,8:07:55,8:12:55,8:17:55,8:22:55,8:27:55,8:32:55,8:37:55,8:42:55,8:47:55,8:52:55,8:57:55,9:02:55,9:07:55,9:12:55,9:17:55,9:22:55,9:27:55,9:32:55,9:38:55,9:44:55,9:50:55,9:57:55,10:04:55,10:12:55,10:20:55,10:28:55,10:36:55,10:44:55,10:52:55,11:00:55,11:08:55,11:16:55,11:24:55,11:32:55,11:40:55,11:48:55,11:56:55,12:04:55,12:12:55,12:20:55,12:28:55,12:36:55,12:44:55,12:52:55,13:00:55,13:08:55,13:16:55,13:24:55,13:32:55,13:40:55,13:48:55,13:56:55,14:04:55,14:12:55,14:20:55,14:28:55,14:36:55,14:44:55,14:52:55,15:00:55,15:08:55,15:16:55,15:24:55,15:32:55,15:40:55,15:48:55,15:56:55,16:04:55,16:12:55,16:20:55,16:28:55,16:36:55,16:44:55,16:52:55,17:00:55,17:08:55,17:16:55,17:23:55,17:30:55,17:36:55,17:41:55,17:46:55,17:51:55,17:56:55,18:01:55,18:06:55,18:11:55,18:16:55,18:21:55,18:26:55,18:31:55,18:36:55,18:41:55,18:46:55,18:51:55,18:57:55,19:03:55,19:10:55,19:18:55,19:26:55,19:34:55,19:42:55,19:50:55,19:58:55,20:06:55,20:14:55,20:22:55,20:30:55,20:38:55,20:46:55,20:54:55,21:02:55,21:10:55,21:18:55,21:26:55,21:34:55,21:42:55,21:50:55,21:58:55,22:06:55,22:14:55,22:22:55,22:30:55,22:38:55,22:47:55,22:57:55,23:08:55,23:20:55,23:33:25,23:47:15
대구역,0,2,5:44:25,5:55:35,6:07:35,6:18:35,6:28:35,6:38:35,6:47:35,6:56:35,7:04:35,7:12:35,7:20:35,7:27:35,7:34:35,7:41:35,7:48:35,7:54:35,7:59:35,8:04:35,8:09:35,8:14:35,8:19:35,8:24:35,8:29:35,8:34:35,8:39:35,8:44:35,8:49:35,8:54:35,8:59:35,9:04:35,9:09:35,9:14:35,9:19:35,9:24:35,9:29:35,9:34:35,9:40:35,9:46:35,9:52:35,9:59:35,10:06:35,10:14:35,10:22:35,10:30:35,10:38:35,10:46:35,10:54:35,11:02:35,11:10:35,11:18:35,11:26:35,11:34:35,11:42:35,11:50:35,11:58:35,12:06:35,12:14:35,12:22:35,12:30:35,12:38:35,12:46:35,12:54:35,13:02:35,13:10:35,13:18:35,13:26:35,13:34:35,13:42:35,13:50:35,13:58:35,14:06:35,14:14:35,14:22:35,14:30:35,14:38:35,14:46:35,14:54:35,15:02:35,15:10:35,15:18:35,15:26:35,15:34:35,15:42:35,15:50:35,15:58:35,16:06:35,16:14:35,16:22:35,16:30:35,16:38:35,16:46:35,16:54:35,17:02:35,17:10:35,17:18:35,17:25:35,17:32:35,17:38:35,17:43:35,17:48:35,17:53:35,17:58:35,18:03:35,18:08:35,18:13:35,18:18:35,18:23:35,18:28:35,18:33:35,18:38:35,18:43:35,18:48:35,18:53:35,18:59:35,19:05:35,19:12:35,19:20:35,19:28:35,19:36:35,19:44:35,19:52:35,20:00:35,20:08:35,20:16:35,20:24:35,20:32:35,20:40:35,20:48:35,20:56:35,21:04:35,21:12:35,21:20:35,21:28:35,21:36:35,21:44:35,21:52:35,22:00:35,22:08:35,22:16:35,22:24:35,22:32:35,22:40:35,22:49:35,22:59:35,23:10:35,23:22:35,23:35:05,23:48:55
중앙로,0,2,5:46:10,5:57:20,6:09:20,6:20:20,6:30:20,6:40:20,6:49:20,6:58:20,7:06:20,7:14:20,7:22:20,7:29:20,7:36:20,7:43:20,7:50:20,7:56:20,8:01:20,8:06:20,8:11:20,8:16:20,8:21:20,8:26:20,8:31:20,8:36:20,8:41:20,8:46:20,8:51:20,8:56:20,9:01:20,9:06:20,9:11:20,9:16:20,9:21:20,9:26:20,9:31:20,9:36:20,9:42:20,9:48:20,9:54:20,10:01:20,10:08:20,10:16:20,10:24:20,10:32:20,10:40:20,10:48:20,10:56:20,11:04:20,11:12:20,11:20:20,11:28:20,11:36:20,11:44:20,11:52:20,12:00:20,12:08:20,12:16:20,12:24:20,12:32:20,12:40:20,12:48:20,12:56:20,13:04:20,13:12:20,13:20:20,13:28:20,13:36:20,13:44:20,13:52:20,14:00:20,14:08:20,14:16:20,14:24:20,14:32:20,14:40:20,14:48:20,14:56:20,15:04:20,15:12:20,15:20:20,15:28:20,15:36:20,15:44:20,15:52:20,16:00:20,16:08:20,16:16:20,16:24:20,16:32:20,16:40:20,16:48:20,16:56:20,17:04:20,17:12:20,17:20:20,17:27:20,17:34:20,17:40:20,17:45:20,17:50:20,17:55:20,18:00:20,18:05:20,18:10:20,18:15:20,18:20:20,18:25:20,18:30:20,18:35:20,18:40:20,18:45:20,18:50:20,18:55:20,19:01:20,19:07:20,19:14:20,19:22:20,19:30:20,19:38:20,19:46:20,19:54:20,20:02:20,20:10:20,20:18:20,20:26:20,20:34:20,20:42:20,20:50:20,20:58:20,21:06:20,21:14:20,21:22:20,21:30:20,21:38:20,21:46:20,21:54:20,22:02:20,22:10:20,22:18:20,22:26:20,22:34:20,22:42:20,22:51:20,23:01:20,23:12:20,23:24:20,23:36:50,23:50:40
반월당,1,2,5:47:45,5:58:55,6:10:55,6:21:55,6:31:55,6:41:55,6:50:55,6:59:55,7:07:55,7:15:55,7:23:55,7:30:55,7:37:55,7:44:55,7:51:55,7:57:55,8:02:55,8:07:55,8:12:55,8:17:55,8:22:55,8:27:55,8:32:55,8:37:55,8:42:55,8:47:55,8:52:55,8:57:55,9:02:55,9:07:55,9:12:55,9:17:55,9:22:55,9:27:55,9:32:55,9:37:55,9:43:55,9:49:55,9:55:55,10:02:55,10:09:55,10:17:55,10:25:55,10:33:55,10:41:55,10:49:55,10:57:55,11:05:55,11:13:55,11:21:55,11:29:55,11:37:55,11:45:55,11:53:55,12:01:55,12:09:55,12:17:55,12:25:55,12:33:55,12:41:55,12:49:55,12:57:55,13:05:55,13:13:55,13:21:55,13:29:55,13:37:55,13:45:55,13:53:55,14:01:55,14:09:55,14:17:55,14:25:55,14:33:55,14:41:55,14:49:55,14:57:55,15:05:55,15:13:55,15:21:55,15:29:55,15:37:55,15:45:55,15:53:55,16:01:55,16:09:55,16:17:55,16:25:55,16:33:55,16:41:55,16:49:55,16:57:55,17:05:55,17:13:55,17:21:55,17:28:55,17:35:55,17:41:55,17:46:55,17:51:55,17:56:55,18:01:55,18:06:55,18:11:55,18:16:55,18:21:55,18:26:55,18:31:55,18:36:55,18:41:55,18:46:55,18:51:55,18:56:55,19:02:55,19:08:55,19:15:55,19:23:55,19:31:55,19:39:55,19:47:55,19:55:55,20:03:55,20:11:55,20:19:55,20:27:55,20:35:55,20:43:55,20:51:55,20:59:55,21:07:55,21:15:55,21:23:55,21:31:55,21:39:55,21:47:55,21:55:55,22:03:55,22:11:55,22:19:55,22:27:55,22:35:55,22:43:55,22:52:55,23:02:55,23:13:55,23:25:55,23:38:25,23:52:15
명덕,1,2,5:49:20,6:00:30,6:12:30,6:23:30,6:33:30,6:43:30,6:52:30,7:01:30,7:09:30,7:17:30,7:25:30,7:32:30,7:39:30,7:46:30,7:53:30,7:59:30,8:04:30,8:09:30,8:14:30,8:19:30,8:24:30,8:29:30,8:34:30,8:39:30,8:44:30,8:49:30,8:54:30,8:59:30,9:04:30,9:09:30,9:14:30,9:19:30,9:24:30,9:29:30,9:34:30,9:39:30,9:45:30,9:51:30,9:57:30,10:04:30,10:11:30,10:19:30,10:27:30,10:35:30,10:43:30,10:51:30,10:59:30,11:07:30,11:15:30,11:23:30,11:31:30,11:39:30,11:47:30,11:55:30,12:03:30,12:11:30,12:19:30,12:27:30,12:35:30,12:43:30,12:51:30,12:59:30,13:07:30,13:15:30,13:23:30,13:31:30,13:39:30,13:47:30,13:55:30,14:03:30,14:11:30,14:19:30,14:27:30,14:35:30,14:43:30,14:51:30,14:59:30,15:07:30,15:15:30,15:23:30,15:31:30,15:39:30,15:47:30,15:55:30,16:03:30,16:11:30,16:19:30,16:27:30,16:35:30,16:43:30,16:51:30,16:59:30,17:07:30,17:15:30,17:23:30,17:30:30,17:37:30,17:43:30,17:48:30,17:53:30,17:58:30,18:03:30,18:08:30,18:13:30,18:18:30,18:23:30,18:28:30,18:33:30,18:38:30,18:43:30,18:48:30,18:53:30,18:58:30,19:04:30,19:10:30,19:17:30,19:25:30,19:33:30,19:41:30,19:49:30,19:57:30,20:05:30,20:13:30,20:21:30,20:29:30,20:37:30,20:45:30,20:53:30,21:01:30,21:09:30,21:17:30,21:25:30,21:33:30,21:41:30,21:49:30,21:57:30,22:05:30,22:13:30,22:21:30,22:29:30,22:37:30,22:45:30,22:54:30,23:04:30,23:15:30,23:27:30,23:40:00,23:53:50
교대,0,2,5:50:55,6:02:05,6:14:05,6:25:05,6:35:05,6:45:05,6:54:05,7:03:05,7:11:05,7:19:05,7:27:05,7:34:05,7:41:05,7:48:05,7:55:05,8:01:05,8:06:05,8:11:05,8:16:05,8:21:05,8:26:05,8:31:05,8:36:05,8:41:05,8:46:05,8:51:05,8:56:05,9:01:05,9:06:05,9:11:05,9:16:05,9:21:05,9:26:05,9:31:05,9:36:05,9:41:05,9:47:05,9:53:05,9:59:05,10:06:05,10:13:05,10:21:05,10:29:05,10:37:05,10:45:05,10:53:05,11:01:05,11:09:05,11:17:05,11:25:05,11:33:05,11:41:05,11:49:05,11:57:05,12:05:05,12:13:05,12:21:05,12:29:05,12:37:05,12:45:05,12:53:05,13:01:05,13:09:05,13:17:05,13:25:05,13:33:05,13:41:05,13:49:05,13:57:05,14:05:05,14:13:05,14:21:05,14:29:05,14:37:05,14:45:05,14:53:05,15:01:05,15:09:05,15:17:05,15:25:05,15:33:05,15:41:05,15:49:05,15:57:05,16:05:05,16:13:05,16:21:05,16:29:05,16:37:05,16:45:05,16:53:05,17:01:05,17:09:05,17:17:05,17:25:05,17:32:05,17:39:05,17:45:05,17:50:05,17:55:05,18:00:05,18:05:05,18:10:05,18:15:05,18:20:05,18:25:05,18:30:05,18:35:05,18:40:05,18:45:05,18:50:05,18:55:05,19:00:05,19:06:05,19:12:05,19:19:05,19:27:05,19:35:05,19:43:05,19:51:05,19:59:05,20:07:05,20:15:05,20:23:05,20:31:05,20:39:05,20:47:05,20:55:05,21:03:05,21:11:05,21:19:05,21:27:05,21:35:05,21:43:05,21:51:05,21:59:05,22:07:05,22:15:05,22:23:05,22:31:05,22:39:05,22:47:05,22:56:05,23:06:05,23:17:05,23:29:05,23:41:35,
영대병원,0,2,5:52:45,6:03:55,6:15:55,6:26:55,6:36:55,6:46:55,6:55:55,7:04:55,7:12:55,7:20:55,7:28:55,7:35:55,7:42:55,7:49:55,7:56:55,8:02:55,8:07:55,8:12:55,8:17:55,8:22:55,8:27:55,8:32:55,8:37:55,8:42:55,8:47:55,8:52:55,8:57:55,9:02:55,9:07:55,9:12:55,9:17:55,9:22:55,9:27:55,9:32:55,9:37:55,9:42:55,9:48:55,9:54:55,10:00:55,10:07:55,10:14:55,10:22:55,10:30:55,10:38:55,10:46:55,10:54:55,11:02:55,11:10:55,11:18:55,11:26:55,11:34:55,11:42:55,11:50:55,11:58:55,12:06:55,12:14:55,12:22:55,12:30:55,12:38:55,12:46:55,12:54:55,13:02:55,13:10:55,13:18:55,13:26:55,13:34:55,13:42:55,13:50:55,13:58:55,14:06:55,14:14:55,14:22:55,14:30:55,14:38:55,14:46:55,14:54:55,15:02:55,15:10:55,15:18:55,15:26:55,15:34:55,15:42:55,15:50:55,15:58:55,16:06:55,16:14:55,16:22:55,16:30:55,16:38:55,16:46:55,16:54:55,17:02:55,17:10:55,17:18:55,17:26:55,17:33:55,17:40:55,17:46:55,17:51:55,17:56:55,18:01:55,18:06:55,18:11:55,18:16:55,18:21:55,18:26:55,18:31:55,18:36:55,18:41:55,18:46:55,18:51:55,18:56:55,19:01:55,19:07:55,19:13:55,19:20:55,19:28:55,19:36:55,19:44:55,19:52:55,20:00:55,20:08:55,20:16:55,20:24:55,20:32:55,20:40:55,20:48:55,20:56:55,21:04:55,21:12:55,21:20:55,21:28:55,21:36:55,21:44:55,21:52:55,22:00:55,22:08:55,22:16:55,22:24:55,22:32:55,22:40:55,22:48:55,22:57:55,23:07:55,23:18:55,23:30:55,23:43:25,
현충로,0,2,5:54:20,6:05:30,6:17:30,6:28:30,6:38:30,6:48:30,6:57:30,7:06:30,7:14:30,7:22:30,7:30:30,7:37:30,7:44:30,7:51:30,7:58:30,8:04:30,8:09:30,8:14:30,8:19:30,8:24:30,8:29:30,8:34:30,8:39:30,8:44:30,8:49:30,8:54:30,8:59:30,9:04:30,9:09:30,9:14:30,9:19:30,9:24:30,9:29:30,9:34:30,9:39:30,9:44:30,9:50:30,9:56:30,10:02:30,10:09:30,10:16:30,10:24:30,10:32:30,10:40:30,10:48:30,10:56:30,11:04:30,11:12:30,11:20:30,11:28:30,11:36:30,11:44:30,11:52:30,12:00:30,12:08:30,12:16:30,12:24:30,12:32:30,12:40:30,12:48:30,12:56:30,13:04:30,13:12:30,13:20:30,13:28:30,13:36:30,13:44:30,13:52:30,14:00:30,14:08:30,14:16:30,14:24:30,14:32:30,14:40:30,14:48:30,14:56:30,15:04:30,15:12:30,15:20:30,15:28:30,15:36:30,15:44:30,15:52:30,16:00:30,16:08:30,16:16:30,16:24:30,16:32:30,16:40:30,16:48:30,16:56:30,17:04:30,17:12:30,17:20:30,17:28:30,17:35:30,17:42:30,17:48:30,17:53:30,17:58:30,18:03:30,18:08:30,18:13:30,18:18:30,18:23:30,18:28:30,18:33:30,18:38:30,18:43:30,18:48:30,18:53:30,18:58:30,19:03:30,19:09:30,19:15:30,19:22:30,19:30:30,19:38:30,19:46:30,19:54:30,20:02:30,20:10:30,20:18:30,20:26:30,20:34:30,20:42:30,20:50:30,20:58:30,21:06:30,21:14:30,21:22:30,21:30:30,21:38:30,21:46:30,21:54:30,22:02:30,22:10:30,22:18:30,22:26:30,22:34:30,22:42:30,22:50:30,22:59:30,23:09:30,23:20:30,23:32:30,23:45:00,
안지랑,0,2,5:56:05,6:07:15,6:19:15,6:30:15,6:40:15,6:50:15,6:59:15,7:08:15,7:16:15,7:24:15,7:32:15,7:39:15,7:46:15,7:53:15,8:00:15,8:06:15,8:11:15,8:16:15,8:21:15,8:26:15,8:31:15,8:36:15,8:41:15,8:46:15,8:51:15,8:56:15,9:01:15,9:06:15,9:11:15,9:16:15,9:21:15,9:26:15,9:31:15,9:36:15,9:41:15,9:46:15,9:52:15,9:58:15,10:04:15,10:11:15,10:18:15,10:26:15,10:34:15,10:42:15,10:50:15,10:58:15,11:06:15,11:14:15,11:22:15,11:30:15,11:38:15,11:46:15,11:54:15,12:02:15,12:10:15,12:18:15,12:26:15,12:34:15,12:42:15,12:50:15,12:58:15,13:06:15,13:14:15,13:22:15,13:30:15,13:38:15,13:46:15,13:54:15,14:02:15,14:10:15,14:18:15,14:26:15,14:34:15,14:42:15,14:50:15,14:58:15,15:06:15,15:14:15,15:22:15,15:30:15,15:38:15,15:46:15,15:54:15,16:02:15,16:10:15,16:18:15,16:26:15,16:34:15,16:42:15,16:50:15,16:58:15,17:06:15,17:14:15,17:22:15,17:30:15,17:37:15,17:44:15,17:50:15,17:55:15,18:00:15,18:05:15,18:10:15,18:15:15,18:20:15,18:25:15,18:30:15,18:35:15,18:40:15,18:45:15,18:50:15,18:55:15,19:00:15,19:05:15,19:11:15,19:17:15,19:24:15,19:32:15,19:40:15,19:48:15,19:56:15,20:04:15,20:12:15,20:20:15,20:28:15,20:36:15,20:44:15,20:52:15,21:00:15,21:08:15,21:16:15,21:24:15,21:32:15,21:40:15,21:48:15,21:56:15,22:04:15,22:12:15,22:20:15,22:28:15,22:36:15,22:44:15,22:52:15,23:01:15,23:11:15,23:22:15,23:34:15,23:46:45,
