역명,환승,소요시간,1001,1003,1005,1007,1009,1011,1013,1015,1017,1019,1021,1023,1025,1027,1029,1031,1033,1035,1037,1039,1041,1043,1045,1047,1049,1051,1053,1055,1057,1059,1061,1063,1065,1067,1069,1071,1073,1075,1077,1079,1081,1083,1085,1087,1089,1091,1093,1095,1097,1099,1101,1103,1105,1107,1109,1111,1113,1115,1117,1119,1121,1123,1125,1127,1129,1131,1133,1135,1137,1139,1141,1143,1145,1147,1149,1151,1153,1155,1157,1159,1161,1163,1165,1167,1169,1171,1173,1175,1177,1179,1181,1183,1185,1187,1189,1191,1193,1195,1197,1199,1201,1203,1205,1207,1209,1211,1213,1215,1217,1219,1221,1223,1225,1227,1229,1231,1233,1235,1237,1239,1241,1243,1245,1247,1249,1251,1253,1255,1257,1259,1261,1263,1265,1267,1269,1271,1273,1275,1277,1279,1281,1283,1285,1287,1289,1291,1293,1295
안지랑,0,2,,5:43:40,5:57:10,6:09:10,6:20:10,6:30:10,6:40:10,6:49:10,6:58:10,7:06:10,7:13:10,7:19:10,7:25:10,7:31:10,7:36:10,7:41:10,7:46:10,7:51:10,7:56:10,8:01:10,8:06:10,8:11:10,8:16:10,8:21:10,8:26:10,8:31:10,8:36:10,8:41:10,8:46:10,8:51:10,8:56:10,9:01:10,9:06:10,9:11:10,9:16:10,9:22:10,9:29:10,9:36:10,9:44:10,9:52:10,10:00:10,10:08:10,10:16:10,10:24:10,10:32:10,10:40:10,10:48:10,10:56:10,11:04:10,11:12:10,11:20:10,11:28:10,11:36:10,11:44:10,11:52:10,12:00:10,12:08:10,12:16:10,12:24:10,12:32:10,12:40:10,12:48:10,12:56:10,13:04:10,13:12:10,13:20:10,13:28:10,13:36:10,13:44:10,13:52:10,14:00:10,14:08:10,14:16:10,14:24:10,14:32:10,14:40:10,14:48:10,14:56:10,15:04:10,15:12:10,15:20:10,15:28:10,15:36:10,15:44:10,15:52:10,16:00:10,16:08:10,16:16:10,16:24:10,16:32:10,16:40:10,16:48:10,16:56:10,17:04:10,17:11:10,17:17:10,17:23:10,17:28:10,17:33:10,17:38:10,17:43:10,17:48:10,17:53:10,17:58:10,18:03:10,18:08:10,18:13:10,18:18:10,18:23:10,18:28:10,18:33:10,18:38:10,18:44:10,18:51:10,18:58:10,19:06:10,19:14:10,19:22:10,19:30:10,19:38:10,19:46:10,19:54:10,20:02:10,20:10:10,20:18:10,20:26:10,20:34:10,20:42:10,20:50:10,20:58:10,21:06:10,21:14:10,21:22:10,21:30:10,21:38:10,21:46:10,21:54:10,22:02:10,22:10:10,22:18:10,22:26:10,22:34:10,22:43:10,22:52:10,23:02:10,23:12:10,23:23:10,23:34:20
현충로,0,2,,5:45:25,5:58:55,6:10:55,6:21:55,6:31:55,6:41:55,6:50:55,6:59:55,7:07:55,7:14:55,7:20:55,7:26:55,7:32:55,7:37:55,7:42:55,7:47:55,7:52:55,7:57:55,8:02:55,8:07:55,8:12:55,8:17:55,8:22:55,8:27:55,8:32:55,8:37:55,8:42:55,8:47:55,8:52:55,8:57:55,9:02:55,9:07:55,9:12:55,9:17:55,9:23:55,9:30:55,9:37:55,9:45:55,9:53:55,10:01:55,10:09:55,10:17:55,10:25:55,10:33:55,10:41:55,10:49:55,10:57:55,11:05:55,11:13:55,11:21:55,11:29:55,11:37:55,11:45:55,11:53:55,12:01:55,12:09:55,12:17:55,12:25:55,12:33:55,12:41:55,12:49:55,12:57:55,13:05:55,13:13:55,13:21:55,13:29:55,13:37:55,13:45:55,13:53:55,14:01:55,14:09:55,14:17:55,14:25:55,14:33:55,14:41:55,14:49:55,14:57:55,15:05:55,15:13:55,15:21:55,15:29:55,15:37:55,15:45:55,15:53:55,16:01:55,16:09:55,16:17:55,16:25:55,16:33:55,16:41:55,16:49:55,16:57:55,17:05:55,17:12:55,17:18:55,17:24:55,17:29:55,17:34:55,17:39:55,17:44:55,17:49:55,17:54:55,17:59:55,18:04:55,18:09:55,18:14:55,18:19:55,18:24:55,18:29:55,18:34:55,18:39:55,18:45:55,18:52:55,18:59:55,19:07:55,19:15:55,19:23:55,19:31:55,19:39:55,19:47:55,19:55:55,20:03:55,20:11:55,20:19:55,20:27:55,20:35:55,20:43:55,20:51:55,20:59:55,21:07:55,21:15:55,21:23:55,21:31:55,21:39:55,21:47:55,21:55:55,22:03:55,22:11:55,22:19:55,22:27:55,22:35:55,22:44:55,22:53:55,23:03:55,23:13:55,23:24:55,23:36:05
영대병원,0,2,,5:47:00,6:00:30,6:12:30,6:23:30,6:33:30,6:43:30,6:52:30,7:01:30,7:09:30,7:16:30,7:22:30,7:28:30,7:34:30,7:39:30,7:44:30,7:49:30,7:54:30,7:59:30,8:04:30,8:09:30,8:14:30,8:19:30,8:24:30,8:29:30,8:34:30,8:39:30,8:44:30,8:49:30,8:54:30,8:59:30,9:04:30,9:09:30,9:14:30,9:19:30,9:25:30,9:32:30,9:39:30,9:47:30,9:55:30,10:03:30,10:11:30,10:19:30,10:27:30,10:35:30,10:43:30,10:51:30,10:59:30,11:07:30,11:15:30,11:23:30,11:31:30,11:39:30,11:47:30,11:55:30,12:03:30,12:11:30,12:19:30,12:27:30,12:35:30,12:43:30,12:51:30,12:59:30,13:07:30,13:15:30,13:23:30,13:31:30,13:39:30,13:47:30,13:55:30,14:03:30,14:11:30,14:19:30,14:27:30,14:35:30,14:43:30,14:51:30,14:59:30,15:07:30,15:15:30,15:23:30,15:31:30,15:39:30,15:47:30,15:55:30,16:03:30,16:11:30,16:19:30,16:27:30,16:35:30,16:43:30,16:51:30,16:59:30,17:07:30,17:14:30,17:20:30,17:26:30,17:31:30,17:36:30,17:41:30,17:46:30,17:51:30,17:56:30,18:01:30,18:06:30,18:11:30,18:16:30,18:21:30,18:26:30,18:31:30,18:36:30,18:41:30,18:47:30,18:54:30,19:01:30,19:09:30,19:17:30,19:25:30,19:33:30,19:41:30,19:49:30,19:57:30,20:05:30,20:13:30,20:21:30,20:29:30,20:37:30,20:45:30,20:53:30,21:01:30,21:09:30,21:17:30,21:25:30,21:33:30,21:41:30,21:49:30,21:57:30,22:05:30,22:13:30,22:21:30,22:29:30,22:37:30,22:46:30,22:55:30,23:05:30,23:15:30,23:26:30,23:37:40
교대,0,2,5:35:00,5:48:50,6:02:20,6:14:20,6:25:20,6:35:20,6:45:20,6:54:20,7:03:20,7:11:20,7:18:20,7:24:20,7:30:20,7:36:20,7:41:20,7:46:20,7:51:20,7:56:20,8:01:20,8:06:20,8:11:20,8:16:20,8:21:20,8:26:20,8:31:20,8:36:20,8:41:20,8:46:20,8:51:20,8:56:20,9:01:20,9:06:20,9:11:20,9:16:20,9:21:20,9:27:20,9:34:20,9:41:20,9:49:20,9:57:20,10:05:20,10:13:20,10:21:20,10:29:20,10:37:20,10:45:20,10:53:20,11:01:20,11:09:20,11:17:20,11:25:20,11:33:20,11:41:20,11:49:20,11:57:20,12:05:20,12:13:20,12:21:20,12:29:20,12:37:20,12:45:20,12:53:20,13:01:20,13:09:20,13:17:20,13:25:20,13:33:20,13:41:20,13:49:20,13:57:20,14:05:20,14:13:20,14:21:20,14:29:20,14:37:20,14:45:20,14:53:20,15:01:20,15:09:20,15:17:20,15:25:20,15:33:20,15:41:20,15:49:20,15:57:20,16:05:20,16:13:20,16:21:20,16:29:20,16:37:20,16:45:20,16:53:20,17:01:20,17:09:20,17:16:20,17:22:20,17:28:20,17:33:20,17:38:20,17:43:20,17:48:20,17:53:20,17:58:20,18:03:20,18:08:20,18:13:20,18:18:20,18:23:20,18:28:20,18:33:20,18:38:20,18:43:20,18:49:20,18:56:20,19:03:20,19:11:20,19:19:20,19:27:20,19:35:20,19:43:20,19:51:20,19:59:20,20:07:20,20:15:20,20:23:20,20:31:20,20:39:20,20:47:20,20:55:20,21:03:20,21:11:20,21:19:20,21:27:20,21:35:20,21:43:20,21:51:20,21:59:20,22:07:20,22:15:20,22:23:20,22:31:20,22:39:20,22:48:20,22:57:20,23:07:20,23:17:20,23:28:20,23:39:30
명덕,1,2,5:36:35,5:50:25,6:03:55,6:15:55,6:26:55,6:36:55,6:46:55,6:55:55,7:04:55,7:12:55,7:19:55,7:25:55,7:31:55,7:37:55,7:42:55,7:47:55,7:52:55,7:57:55,8:02:55,8:07:55,8:12:55,8:17:55,8:22:55,8:27:55,8:32:55,8:37:55,8:42:55,8:47:55,8:52:55,8:57:55,9:02:55,9:07:55,9:12:55,9:17:55,9:22:55,9:28:55,9:35:55,9:42:55,9:50:55,9:58:55,10:06:55,10:14:55,10:22:55,10:30:55,10:38:55,10:46:55,10:54:55,11:02:55,11:10:55,11:18:55,11:26:55,11:34:55,11:42:55,11:50:55,11:58:55,12:06:55,12:14:55,12:22:55,12:30:55,12:38:55,12:46:55,12:54:55,13:02:55,13:10:55,13:18:55,13:26:55,13:34:55,13:42:55,13:50:55,13:58:55,14:06:55,14:14:55,14:22:55,14:30:55,14:38:55,14:46:55,14:54:55,15:02:55,15:10:55,15:18:55,15:26:55,15:34:55,15:42:55,15:50:55,15:58:55,16:06:55,16:14:55,16:22:55,16:30:55,16:38:55,16:46:55,16:54:55,17:02:55,17:10:55,17:17:55,17:23:55,17:29:55,17:34:55,17:39:55,17:44:55,17:49:55,17:54:55,17:59:55,18:04:55,18:09:55,18:14:55,18:19:55,18:24:55,18:29:55,18:34:55,18:39:55,18:44:55,18:50:55,18:57:55,19:04:55,19:12:55,19:20:55,19:28:55,19:36:55,19:44:55,19:52:55,20:00:55,20:08:55,20:16:55,20:24:55,20:32:55,20:40:55,20:48:55,20:56:55,21:04:55,21:12:55,21:20:55,21:28:55,21:36:55,21:44:55,21:52:55,22:00:55,22:08:55,22:16:55,22:24:55,22:32:55,22:40:55,22:49:55,22:58:55,23:08:55,23:18:55,23:29:55,23:41:05
반월당,1,2,5:38:10,5:52:00,6:05:30,6:17:30,6:28:30,6:38:30,6:48:30,6:57:30,7:06:30,7:14:30,7:21:30,7:27:30,7:33:30,7:39:30,7:44:30,7:49:30,7:54:30,7:59:30,8:04:30,8:09:30,8:14:30,8:19:30,8:24:30,8:29:30,8:34:30,8:39:30,8:44:30,8:49:30,8:54:30,8:59:30,9:04:30,9:09:30,9:14:30,9:19:30,9:24:30,9:30:30,9:37:30,9:44:30,9:52:30,10:00:30,10:08:30,10:16:30,10:24:30,10:32:30,10:40:30,10:48:30,10:56:30,11:04:30,11:12:30,11:20:30,11:28:30,11:36:30,11:44:30,11:52:30,12:00:30,12:08:30,12:16:30,12:24:30,12:32:30,12:40:30,12:48:30,12:56:30,13:04:30,13:12:30,13:20:30,13:28:30,13:36:30,13:44:30,13:52:30,14:00:30,14:08:30,14:16:30,14:24:30,14:32:30,14:40:30,14:48:30,14:56:30,15:04:30,15:12:30,15:20:30,15:28:30,15:36:30,15:44:30,15:52:30,16:00:30,16:08:30,16:16:30,16:24:30,16:32:30,16:40:30,16:48:30,16:56:30,17:04:30,17:12:30,17:19:30,17:25:30,17:31:30,17:36:30,17:41:30,17:46:30,17:51:30,17:56:30,18:01:30,18:06:30,18:11:30,18:16:30,18:21:30,18:26:30,18:31:30,18:36:30,18:41:30,18:46:30,18:52:30,18:59:30,19:06:30,19:14:30,19:22:30,19:30:30,19:38:30,19:46:30,19:54:30,20:02:30,20:10:30,20:18:30,20:26:30,20:34:30,20:42:30,20:50:30,20:58:30,21:06:30,21:14:30,21:22:30,21:30:30,21:38:30,21:46:30,21:54:30,22:02:30,22:10:30,22:18:30,22:26:30,22:34:30,22:42:30,22:51:30,23:00:30,23:10:30,23:20:30,23:31:30,23:42:40
중앙로,0,2,5:39:45,5:53:35,6:07:05,6:19:05,6:30:05,6:40:05,6:50:05,6:59:05,7:08:05,7:16:05,7:23:05,7:29:05,7:35:05,7:41:05,7:46:05,7:51:05,7:56:05,8:01:05,8:06:05,8:11:05,8:16:05,8:21:05,8:26:05,8:31:05,8:36:05,8:41:05,8:46:05,8:51:05,8:56:05,9:01:05,9:06:05,9:11:05,9:16:05,9:21:05,9:26:05,9:32:05,9:39:05,9:46:05,9:54:05,10:02:05,10:10:05,10:18:05,10:26:05,10:34:05,10:42:05,10:50:05,10:58:05,11:06:05,11:14:05,11:22:05,11:30:05,11:38:05,11:46:05,11:54:05,12:02:05,12:10:05,12:18:05,12:26:05,12:34:05,12:42:05,12:50:05,12:58:05,13:06:05,13:14:05,13:22:05,13:30:05,13:38:05,13:46:05,13:54:05,14:02:05,14:10:05,14:18:05,14:26:05,14:34:05,14:42:05,14:50:05,14:58:05,15:06:05,15:14:05,15:22:05,15:30:05,15:38:05,15:46:05,15:54:05,16:02:05,16:10:05,16:18:05,16:26:05,16:34:05,16:42:05,16:50:05,16:58:05,17:06:05,17:14:05,17:21:05,17:27:05,17:33:05,17:38:05,17:43:05,17:48:05,17:53:05,17:58:05,18:03:05,18:08:05,18:13:05,18:18:05,18:23:05,18:28:05,18:33:05,18:38:05,18:43:05,18:48:05,18:54:05,19:01:05,19:08:05,19:16:05,19:24:05,19:32:05,19:40:05,19:48:05,19:56:05,20:04:05,20:12:05,20:20:05,20:28:05,20:36:05,20:44:05,20:52:05,21:00:05,21:08:05,21:16:05,21:24:05,21:32:05,21:40:05,21:48:05,21:56:05,22:04:05,22:12:05,22:20:05,22:28:05,22:36:05,22:44:05,22:53:05,23:02:05,23:12:05,23:22:05,23:33:05,23:44:15
대구역,0,2,5:41:30,5:55:20,6:08:50,6:20:50,6:31:50,6:41:50,6:51:50,7:00:50,7:09:50,7:17:50,7:24:50,7:30:50,7:36:50,7:42:50,7:47:50,7:52:50,7:57:50,8:02:50,8:07:50,8:12:50,8:17:50,8:22:50,8:27:50,8:32:50,8:37:50,8:42:50,8:47:50,8:52:50,8:57:50,9:02:50,9:07:50,9:12:50,9:17:50,9:22:50,9:27:50,9:33:50,9:40:50,9:47:50,9:55:50,10:03:50,10:11:50,10:19:50,10:27:50,10:35:50,10:43:50,10:51:50,10:59:50,11:07:50,11:15:50,11:23:50,11:31:50,11:39:50,11:47:50,11:55:50,12:03:50,12:11:50,12:19:50,12:27:50,12:35:50,12:43:50,12:51:50,12:59:50,13:07:50,13:15:50,13:23:50,13:31:50,13:39:50,13:47:50,13:55:50,14:03:50,14:11:50,14:19:50,14:27:50,14:35:50,14:43:50,14:51:50,14:59:50,15:07:50,15:15:50,15:23:50,15:31:50,15:39:50,15:47:50,15:55:50,16:03:50,16:11:50,16:19:50,16:27:50,16:35:50,16:43:50,16:51:50,16:59:50,17:07:50,17:15:50,17:22:50,17:28:50,17:34:50,17:39:50,17:44:50,17:49:50,17:54:50,17:59:50,18:04:50,18:09:50,18:14:50,18:19:50,18:24:50,18:29:50,18:34:50,18:39:50,18:44:50,18:49:50,18:55:50,19:02:50,19:09:50,19:17:50,19:25:50,19:33:50,19:41:50,19:49:50,19:57:50,20:05:50,20:13:50,20:21:50,20:29:50,20:37:50,20:45:50,20:53:50,21:01:50,21:09:50,21:17:50,21:25:50,21:33:50,21:41:50,21:49:50,21:57:50,22:05:50,22:13:50,22:21:50,22:29:50,22:37:50,22:45:50,22:54:50,23:03:50,23:13:50,23:23:50,23:34:50,23:46:00
칠성시장,0,2,5:43:10,5:57:00,6:10:30,6:22:30,6:33:30,6:43:30,6:53:30,7:02:30,7:11:30,7:19:30,7:26:30,7:32:30,7:38:30,7:44:30,7:49:30,7:54:30,7:59:30,8:04:30,8:09:30,8:14:30,8:19:30,8:24:30,8:29:30,8:34:30,8:39:30,8:44:30,8:49:30,8:54:30,8:59:30,9:04:30,9:09:30,9:14:30,9:19:30,9:24:30,9:29:30,9:35:30,9:42:30,9:49:30,9:57:30,10:05:30,10:13:30,10:21:30,10:29:30,10:37:30,10:45:30,10:53:30,11:01:30,11:09:30,11:17:30,11:25:30,11:33:30,11:41:30,11:49:30,11:57:30,12:05:30,12:13:30,12:21:30,12:29:30,12:37:30,12:45:30,12:53:30,13:01:30,13:09:30,13:17:30,13:25:30,13:33:30,13:41:30,13:49:30,13:57:30,14:05:30,14:13:30,14:21:30,14:29:30,14:37:30,14:45:30,14:53:30,15:01:30,15:09:30,15:17:30,15:25:30,15:33:30,15:41:30,15:49:30,15:57:30,16:05:30,16:13:30,16:21:30,16:29:30,16:37:30,16:45:30,16:53:30,17:01:30,17:09:30,17:17:30,17:24:30,17:30:30,17:36:30,17:41:30,17:46:30,17:51:30,17:56:30,18:01:30,18:06:30,18:11:30,18:16:30,18:21:30,18:26:30,18:31:30,18:36:30,18:41:30,18:46:30,18:51:30,18:57:30,19:04:30,19:11:30,19:19:30,19:27:30,19:35:30,19:43:30,19:51:30,19:59:30,20:07:30,20:15:30,20:23:30,20:31:30,20:39:30,20:47:30,20:55:30,21:03:30,21:11:30,21:19:30,21:27:30,21:35:30,21:43:30,21:51:30,21:59:30,22:07:30,22:15:30,22:23:30,22:31:30,22:39:30,22:47:30,22:56:30,23:05:30,23:15:30,23:25:30,23:36:30,23:47:40
신천,0,2,5:45:10,5:59:00,6:12:30,6:24:30,6:35:30,6:45:30,6:55:30,7:04:30,7:13:30,7:21:30,7:28:30,7:34:30,7:40:30,7:46:30,7:51:30,7:56:30,8:01:30,8:06:30,8:11:30,8:16:30,8:21:30,8:26:30,8:31:30,8:36:30,8:41:30,8:46:30,8:51:30,8:56:30,9:01:30,9:06:30,9:11:30,9:16:30,9:21:30,9:26:30,9:31:30,9:37:30,9:44:30,9:51:30,9:59:30,10:07:30,10:15:30,10:23:30,10:31:30,10:39:30,10:47:30,10:55:30,11:03:30,11:11:30,11:19:30,11:27:30,11:35:30,11:43:30,11:51:30,11:59:30,12:07:30,12:15:30,12:23:30,12:31:30,12:39:30,12:47:30,12:55:30,13:03:30,13:11:30,13:19:30,13:27:30,13:35:30,13:43:30,13:51:30,13:59:30,14:07:30,14:15:30,14:23:30,14:31:30,14:39:30,14:47:30,14:55:30,15:03:30,15:11:30,15:19:30,15:27:30,15:35:30,15:43:30,15:51:30,15:59:30,16:07:30,16:15:30,16:23:30,16:31:30,16:39:30,16:47:30,16:55:30,17:03:30,17:11:30,17:19:30,17:26:30,17:32:30,17:38:30,17:43:30,17:48:30,17:53:30,17:58:30,18:03:30,18:08:30,18:13:30,18:18:30,18:23:30,18:28:30,18:33:30,18:38:30,18:43:30,18:48:30,18:53:30,18:59:30,19:06:30,19:13:30,19:21:30,19:29:30,19:37:30,19:45:30,19:53:30,20:01:30,20:09:30,20:17:30,20:25:30,20:33:30,20:41:30,20:49:30,20:57:30,21:05:30,21:13:30,21:21:30,21:29:30,21:37:30,21:45:30,21:53:30,22:01:30,22:09:30,22:17:30,22:25:30,22:33:30,22:41:30,22:49:30,22:58:30,23:07:30,23:17:30,23:27:30,23:38:30,23:49:40
동대구역,0,2,5:46:55,6:00:45,6:14:15,6:26:15,6:37:15,6:47:15,6:57:15,7:06:15,7:15:15,7:23:15,7:30:15,7:36:15,7:42:15,7:48:15,7:53:15,7:58:15,8:03:15,8:08:15,8:13:15,8:18:15,8:23:15,8:28:15,8:33:15,8:38:15,8:43:15,8:48:15,8:53:15,8:58:15,9:03:15,9:08:15,9:13:15,9:18:15,9:23:15,9:28:15,9:33:15,9:39:15,9:46:15,9:53:15,10:01:15,10:09:15,10:17:15,10:25:15,10:33:15,10:41:15,10:49:15,10:57:15,11:05:15,11:13:15,11:21:15,11:29:15,11:37:15,11:45:15,11:53:15,12:01:15,12:09:15,12:17:15,12:25:15,12:33:15,12:41:15,12:49:15,12:57:15,13:05:15,13:13:15,13:21:15,13:29:15,13:37:15,13:45:15,13:53:15,14:01:15,14:09:15,14:17:15,14:25:15,14:33:15,14:41:15,14:49:15,14:57:15,15:05:15,15:13:15,15:21:15,15:29:15,15:37:15,15:45:15,15:53:15,16:01:15,16:09:15,16:17:15,16:25:15,16:33:15,16:41:15,16:49:15,16:57:15,17:05:15,17:13:15,17:21:15,17:28:15,17:34:15,17:40:15,17:45:15,17:50:15,17:55:15,18:00:15,18:05:15,18:10:15,18:15:15,18:20:15,18:25:15,18:30:15,18:35:15,18:40:15,18:45:15,18:50:15,18:55:15,19:01:15,19:08:15,19:15:15,19:23:15,19:31:15,19:39:15,19:47:15,19:55:15,20:03:15,20:11:15,20:19:15,20:27:15,20:35:15,20:43:15,20:51:15,20:59:15,21:07:15,21:15:15,21:23:15,21:31:15,21:39:15,21:47:15,21:55:15,22:03:15,22:11:15,22:19:15,22:27:15,22:35:15,22:43:15,22:51:15,23:00:15,23:09:15,23:19:15,23:29:15,23:40:15,23:51:25
동구청,0,2,5:48:30,6:02:20,6:15:50,6:27:50,6:38:50,6:48:50,6:58:50,7:07:50,7:16:50,7:24:50,7:31:50,7:37:50,7:43:50,7:49:50,7:54:50,7:59:50,8:04:50,8:09:50,8:14:50,8:19:50,8:24:50,8:29:50,8:34:50,8:39:50,8:44:50,8:49:50,8:54:50,8:59:50,9:04:50,9:09:50,9:14:50,9:19:50,9:24:50,9:29:50,9:34:50,9:40:50,9:47:50,9:54:50,10:02:50,10:10:50,10:18:50,10:26:50,10:34:50,10:42:50,10:50:50,10:58:50,11:06:50,11:14:50,11:22:50,11:30:50,11:38:50,11:46:50,11:54:50,12:02:50,12:10:50,12:18:50,12:26:50,12:34:50,12:42:50,12:50:50,12:58:50,13:06:50,13:14:50,13:22:50,13:30:50,13:38:50,13:46:50,13:54:50,14:02:50,14:10:50,14:18:50,14:26:50,14:34:50,14:42:50,14:50:50,14:58:50,15:06:50,15:14:50,15:22:50,15:30:50,15:38:50,15:46:50,15:54:50,16:02:50,16:10:50,16:18:50,16:26:50,16:34:50,16:42:50,16:50:50,16:58:50,17:06:50,17:14:50,17:22:50,17:29:50,17:35:50,17:41:50,17:46:50,17:51:50,17:56:50,18:01:50,18:06:50,18:11:50,18:16:50,18:21:50,18:26:50,18:31:50,18:36:50,18:41:50,18:46:50,18:51:50,18:56:50,19:02:50,19:09:50,19:16:50,19:24:50,19:32:50,19:40:50,19:48:50,19:56:50,20:04:50,20:12:50,20:20:50,20:28:50,20:36:50,20:44:50,20:52:50,21:00:50,21:08:50,21:16:50,21:24:50,21:32:50,21:40:50,21:48:50,21:56:50,22:04:50,22:12:50,22:20:50,22:28:50,22:36:50,22:44:50,22:52:50,23:01:50,23:10:50,23:20:50,23:30:50,23:41:50,23:53:00
아양교,0,2,5:50:10,6:04:00,6:17:30,6:29:30,6:40:30,6:50:30,7:00:30,7:09:30,7:18:30,7:26:30,7:33:30,7:39:30,7:45:30,7:51:30,7:56:30,8:01:30,8:06:30,8:11:30,8:16:30,8:21:30,8:26:30,8:31:30,8:36:30,8:41:30,8:46:30,8:51:30,8:56:30,9:01:30,9:06:30,9:11:30,9:16:30,9:21:30,9:26:30,9:31:30,9:36:30,9:42:30,9:49:30,9:56:30,10:04:30,10:12:30,10:20:30,10:28:30,10:36:30,10:44:30,10:52:30,11:00:30,11:08:30,11:16:30,11:24:30,11:32:30,11:40:30,11:48:30,11:56:30,12:04:30,12:12:30,12:20:30,12:28:30,12:36:30,12:44:30,12:52:30,13:00:30,13:08:30,13:16:30,13:24:30,13:32:30,13:40:30,13:48:30,13:56:30,14:04:30,14:12:30,14:20:30,14:28:30,14:36:30,14:44:30,14:52:30,15:00:30,15:08:30,15:16:30,15:24:30,15:32:30,15:40:30,15:48:30,15:56:30,16:04:30,16:12:30,16:20:30,16:28:30,16:36:30,16:44:30,16:52:30,17:00:30,17:08:30,17:16:30,17:24:30,17:31:30,17:37:30,17:43:30,17:48:30,17:53:30,17:58:30,18:03:30,18:08:30,18:13:30,18:18:30,18:23:30,18:28:30,18:33:30,18:38:30,18:43:30,18:48:30,18:53:30,18:58:30,19:04:30,19:11:30,19:18:30,19:26:30,19:34:30,19:42:30,19:50:30,19:58:30,20:06:30,20:14:30,20:22:30,20:30:30,20:38:30,20:46:30,20:54:30,21:02:30,21:10:30,21:18:30,21:26:30,21:34:30,21:42:30,21:50:30,21:58:30,22:06:30,22:14:30,22:22:30,22:30:30,22:38:30,22:46:30,22:54:30,23:03:30,23:12:30,23:22:30,23:32:30,23:43:30,23:54:40
동촌,0,2,5:52:15,6:06:05,6:19:35,6:31:35,6:42:35,6:52:35,7:02:35,7:11:35,7:20:35,7:28:35,7:35:35,7:41:35,7:47:35,7:53:35,7:58:35,8:03:35,8:08:35,8:13:35,8:18:35,8:23:35,8:28:35,8:33:35,8:38:35,8:43:35,8:48:35,8:53:35,8:58:35,9:03:35,9:08:35,9:13:35,9:18:35,9:23:35,9:28:35,9:33:35,9:38:35,9:44:35,9:51:35,9:58:35,10:06:35,10:14:35,10:22:35,10:30:35,10:38:35,10:46:35,10:54:35,11:02:35,11:10:35,11:18:35,11:26:35,11:34:35,11:42:35,11:50:35,11:58:35,12:06:35,12:14:35,12:22:35,12:30:35,12:38:35,12:46:35,12:54:35,13:02:35,13:10:35,13:18:35,13:26:35,13:34:35,13:42:35,13:50:35,13:58:35,14:06:35,14:14:35,14:22:35,14:30:35,14:38:35,14:46:35,14:54:35,15:02:35,15:10:35,15:18:35,15:26:35,15:34:35,15:42:35,15:50:35,15:58:35,16:06:35,16:14:35,16:22:35,16:30:35,16:38:35,16:46:35,16:54:35,17:02:35,17:10:35,17:18:35,17:26:35,17:33:35,17:39:35,17:45:35,17:50:35,17:55:35,18:00:35,18:05:35,18:10:35,18:15:35,18:20:35,18:25:35,18:30:35,18:35:35,18:40:35,18:45:35,18:50:35,18:55:35,19:00:35,19:06:35,19:13:35,19:20:35,19:28:35,19:36:35,19:44:35,19:52:35,20:00:35,20:08:35,20:16:35,20:24:35,20:32:35,20:40:35,20:48:35,20:56:35,21:04:35,21:12:35,21:20:35,21:28:35,21:36:35,21:44:35,21:52:35,22:00:35,22:08:35,22:16:35,22:24:35,22:32:35,22:40:35,22:48:35,22:56:35,23:05:35,23:14:35,23:24:35,23:34:35,23:45:35,23:56:45
해안,0,2,5:54:00,6:07:50,6:21:20,6:33:20,6:44:20,6:54:20,7:04:20,7:13:20,7:22:20,7:30:20,7:37:20,7:43:20,7:49:20,7:55:20,8:00:20,8:05:20,8:10:20,8:15:20,8:20:20,8:25:20,8:30:20,8:35:20,8:40:20,8:45:20,8:50:20,8:55:20,9:00:20,9:05:20,9:10:20,9:15:20,9:20:20,9:25:20,9:30:20,9:35:20,9:40:20,9:46:20,9:53:20,10:00:20,10:08:20,10:16:20,10:24:20,10:32:20,10:40:20,10:48:20,10:56:20,11:04:20,11:12:20,11:20:20,11:28:20,11:36:20,11:44:20,11:52:20,12:00:20,12:08:20,12:16:20,12:24:20,12:32:20,12:40:20,12:48:20,12:56:20,13:04:20,13:12:20,13:20:20,13:28:20,13:36:20,13:44:20,13:52:20,14:00:20,14:08:20,14:16:20,14:24:20,14:32:20,14:40:20,14:48:20,14:56:20,15:04:20,15:12:20,15:20:20,15:28:20,15:36:20,15:44:20,15:52:20,16:00:20,16:08:20,16:16:20,16:24:20,16:32:20,16:40:20,16:48:20,16:56:20,17:04:20,17:12:20,17:20:20,17:28:20,17:35:20,17:41:20,17:47:20,17:52:20,17:57:20,18:02:20,18:07:20,18:12:20,18:17:20,18:22:20,18:27:20,18:32:20,18:37:20,18:42:20,18:47:20,18:52:20,18:57:20,19:02:20,19:08:20,19:15:20,19:22:20,19:30:20,19:38:20,19:46:20,19:54:20,20:02:20,20:10:20,20:18:20,20:26:20,20:34:20,20:42:20,20:50:20,20:58:20,21:06:20,21:14:20,21:22:20,21:30:20,21:38:20,21:46:20,21:54:20,22:02:20,22:10:20,22:18:20,22:26:20,22:34:20,22:42:20,22:50:20,22:58:20,23:07:20,23:16:20,23:26:20,23:36:20,23:47:20,23:58:30
